firm_id,name,family_office_confirmed,classification,classification_evidence,evidence_class,evidence_class_detail,description,description_source,description_confidence,description_evidence_span,investment_thesis,investment_thesis_source,investment_thesis_confidence,sectors,sectors_source,aum,aum_source,aum_confidence,hq_city,hq_state,hq_country,domain,website,firm_email,firm_email_checked_at,firm_email_evidence_span,firm_phone,firm_phone_checked_at,firm_phone_evidence_span,discovery_source,discovery_url,discovery_method,contact_actionability,principal_1_name,principal_1_title,principal_1_email,principal_1_phone,principal_1_linkedin,principal_2_name,principal_2_title,principal_2_email,principal_2_phone,principal_2_linkedin,signal_1,signal_1_source,signal_2,signal_2_source,blind_spots
dfo-management,DFO Management,Yes,Subtype unconfirmed,"No affirmative single- or multi-family language found in available source text. A family surname in the entity's own name is not, by itself, evidence of SFO status.",A,Wikidata instance/subclass-of claim: entity is classified under 'family office' (Q751314). SPARQL claim: http://www.wikidata.org/entity/Q130234623 wdt:P31/wdt:P279* wd:Q751314.,,,Could not verify,,,,Could not verify,,,,,Could not verify,New York City,,,www.dellfamilyoffice.com,https://www.dellfamilyoffice.com/,inquiries@dellfamilyoffice.com,2026-07-26,inquiries@dellfamilyoffice.com,,,,Wikidata,http://www.wikidata.org/entity/Q130234623,"Wikidata SPARQL, item Q130234623",Firm-level contact only,,,,,,,,,,,Firm founded 2022 (Wikidata P571 inception claim),http://www.wikidata.org/entity/Q130234623,,,"Enriched from a Wikidata item's structured claims only (deterministic, no LLM). Description/investment thesis/sectors/AUM/contact and SFO-vs-MFO subtype all require a second enrichment pass (firm website / press) — this record qualifies for the dataset (confirmed family office, Evidence Class A) but its subtype and most fields remain unverified beyond that. Using known website (already on file, not guessed): fetched 1 page(s) at https://www.dellfamilyoffice.com/, LLM extraction filled: nothing (page(s) matched but had no extractable/evidence-supported fields). Second-pass Wikidata enrichment (2026-07-26): CEO/founder name+title (P169/P112) and founding-year signal (P571), where present, sourced to the Wikidata entity URL itself (structured claim, Evidence Class A) — not a Wikipedia article; this QID has no English Wikipedia sitelink at all (checked directly), so no article description/dated event was available. P2403 (total assets), P2139 (revenue), and P1128 (employees) were queried and confirmed absent for this item — left blank, not inferred."
stenger-family-office-llc,"Stenger Family Office, LLC",Yes,Multi-Family Office,"Affirmative multi-family language found: 'rville financial advisors operates as a multi-family office, providing comprehensive financial plan'",,,,,Could not verify,,,,Could not verify,,,,,Could not verify,Naperville,IL,,stengerfamilyoffice.com,https://stengerfamilyoffice.com/,,,,630-912-8295,2026-07-26,"<?xml version=""1.0"" encoding=""UTF-8""?>
<edgarSubmission xsi:schemaLocation=""http://www.sec.gov/edgar/thirteenffiler eis_13F_Filer.xsd"" xmlns=""http://www.sec.gov/edgar/thirteenffiler"" xmlns:ns1=""http://www.sec.gov/edgar/common"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
  <schemaVersion>X0202</schemaVersion>
  <headerData>
    <submissionType>13F-HR</submissionType>
    <filerInfo>
      <liveTestFlag>LIVE</liveTestFlag>
      <flags>
        <confirmingCopyFlag>false</confirmingCopyFlag>
        <returnCopyFlag>false</returnCopyFlag>
        <overrideInternetFlag>false</overrideInternetFlag>
      </flags>
      <filer>
        <credentials>
          <cik>0002056106</cik>
          <ccc>XXXXXXXX</ccc>
        </credentials>
      </filer>
      <periodOfReport>06-30-2026</periodOfReport>
    </filerInfo>
  </headerData>
  <formData>
    <coverPage>
      <reportCalendarOrQuarter>06-30-2026</reportCalendarOrQuarter>
      <isAmendment>false</isAmendment>
      <filingManager>
        <name>Stenger Family Office, LLC</name>
        <address>
          <ns1:street1>Naperville Financial Center</ns1:street1>
          <ns1:street2>400 East Diehl Rd, Suite 550</ns1:street2>
          <ns1:city>Naperville</ns1:city>
          <ns1:stateOrCountry>IL</ns1:stateOrCountry>
          <ns1:zipCode>60563</ns1:zipCode>
        </address>
      </filingManager>
      <reportType>13F HOLDINGS REPORT</reportType>
      <form13FFileNumber>028-25102</form13FFileNumber>
      <crdNumber>000325089</crdNumber>
      <secFileNumber>801-127416</secFileNumber>
      <provideInfoForInstruction5>N</provideInfoForInstruction5>
    </coverPage>
    <signatureBlock>
      <name>Julia Patricia Foran</name>
      <title>Vice President, Operations</title>
      <phone>630-912-8295</phone>
      <signature>/s/ Julia Patricia Foran</signature>
      <city>Naperville</city>
      <stateOrCountry>IL</stateOrCountry>
      <signatureDate>07-13-2026</signatureDate>
    </signatureBlock>
    <summaryPage>
      <otherIncludedManagersCount>0</otherIncludedManagersCount>
      <tableEntryTotal>132</tableEntryTotal>
      <tableValueTotal>629358332</tableValueTotal>
    </summaryPage>
  </formData>
</edgarSubmission>
",SEC EDGAR 13F Filer List,https://www.sec.gov/Archives/edgar/data/2056106/000208585326000698/primary_doc.xml,"Form 13F-HR cover page, CIK 2056106, file number 028-25102",Named principal + direct contact for that principal,Julia Patricia Foran,"Vice President, Operations",,630-912-8295,,,,,,,Form 13F-HR filed for period ending 2026-06-30,https://www.sec.gov/Archives/edgar/data/2056106/000208585326000698/primary_doc.xml,,,"Enriched from the 13F-HR cover page (filer name/address/file number, signer name/title/phone, report period, filing date) — deterministic parse, no LLM. Description/investment thesis/sectors/AUM require a second enrichment pass beyond this 90-minute session's scope."
fifth-avenue-family-office,FIFTH AVENUE FAMILY OFFICE,Yes,Multi-Family Office,"Form ADV Part 1A Item 5.D reports 9 High Net Worth Individual client(s), and zero clients in every institutional category (banks, investment companies, BDCs, pension plans, charities, government entities, other advisers, insurers, sovereign wealth funds, corporations) — a client base structurally consistent with a family office, stated directly in the filing itself, independent of the firm's name. 9 HNW clients, within this project's family-office-plausible range -> Multi-Family Office.",C,"Regulatory client-structure corroboration: firm's legal name asserts family-office status; Form ADV Part 1A Item 5.D reports a client base of HNW individuals only, no institutional client categories, within this project's stated client-count ceiling — structurally consistent with that assertion but not independent confirmation of it. Weakest evidence class in this dataset.",,,Could not verify,,,,Could not verify,,,"$1,350,847,041 (Regulatory AUM per Form ADV Item 5.F, reporting date 03/16/2026; 124 total accounts)",https://adviserinfo.sec.gov/firm/summary/122448,High,NAPLES,FL,United States,HTTP:,https://HTTP://WWW.FIFTHAVENUEFAMILY.COM,,,,239-262-6300,2026-07-26,239-262-6300,SEC Form ADV Bulk Data,https://adviserinfo.sec.gov/firm/summary/122448,"SEC Form ADV Part 1A Item 5.D client-type classification, CRD 122448",Firm-level contact only,,,,,,,,,,,,,,,"Classified from Form ADV Part 1A Item 5.D client-type/count data only (no website resolution, no LLM) — see dataset/adv_item5d.py for the confirmed column semantics and the stated inclusion rule/thresholds. No Schedule A principal parse was run for this batch (time-boxed); principal name/title left blank rather than guessed. AUM/description/thesis/sectors not enriched this round."
cherry-creek-family-offices,CHERRY CREEK FAMILY OFFICES,Yes,Multi-Family Office,"Form ADV Part 1A Item 5.D reports 20 High Net Worth Individual client(s), 6 pooled investment vehicle client(s), and zero clients in every institutional category (banks, investment companies, BDCs, pension plans, charities, government entities, other advisers, insurers, sovereign wealth funds, corporations) — a client base structurally consistent with a family office, stated directly in the filing itself, independent of the firm's name. 20 HNW clients, within this project's family-office-plausible range -> Multi-Family Office.",C,"Regulatory client-structure corroboration: firm's legal name asserts family-office status; Form ADV Part 1A Item 5.D reports a client base of HNW individuals only, no institutional client categories, within this project's stated client-count ceiling — structurally consistent with that assertion but not independent confirmation of it. Weakest evidence class in this dataset.",,,Could not verify,,,,Could not verify,,,"$2,022,261,509 (Regulatory AUM per Form ADV Item 5.F, reporting date 02/24/2026; 1284 total accounts)",https://adviserinfo.sec.gov/firm/summary/156310,High,DENVER,CO,United States,HTTP:,https://HTTP://WWW.CCFO.COM,,,,303-862-9550,2026-07-26,303-862-9550,SEC Form ADV Bulk Data,https://adviserinfo.sec.gov/firm/summary/156310,"SEC Form ADV Part 1A Item 5.D client-type classification, CRD 156310",Firm-level contact only,,,,,,,,,,,,,,,"Classified from Form ADV Part 1A Item 5.D client-type/count data only (no website resolution, no LLM) — see dataset/adv_item5d.py for the confirmed column semantics and the stated inclusion rule/thresholds. No Schedule A principal parse was run for this batch (time-boxed); principal name/title left blank rather than guessed. AUM/description/thesis/sectors not enriched this round."
wealth-dimensions-family-office-inc,"WEALTH DIMENSIONS FAMILY OFFICE, INC",Yes,Multi-Family Office,"Form ADV Part 1A Item 5.D reports 13 High Net Worth Individual client(s), and zero clients in every institutional category (banks, investment companies, BDCs, pension plans, charities, government entities, other advisers, insurers, sovereign wealth funds, corporations) — a client base structurally consistent with a family office, stated directly in the filing itself, independent of the firm's name. 13 HNW clients, within this project's family-office-plausible range -> Multi-Family Office.",C,"Regulatory client-structure corroboration: firm's legal name asserts family-office status; Form ADV Part 1A Item 5.D reports a client base of HNW individuals only, no institutional client categories, within this project's stated client-count ceiling — structurally consistent with that assertion but not independent confirmation of it. Weakest evidence class in this dataset.",,,Could not verify,,,,Could not verify,,,"$625,928,679 (Regulatory AUM per Form ADV Item 5.F, reporting date 09/25/2025; 134 total accounts)",https://adviserinfo.sec.gov/firm/summary/266787,High,CINCINNATI,OH,United States,,,,,,(513) 945-1030,2026-07-26,(513) 945-1030,SEC Form ADV Bulk Data,https://adviserinfo.sec.gov/firm/summary/266787,"SEC Form ADV Part 1A Item 5.D client-type classification, CRD 266787",Firm-level contact only,,,,,,,,,,,,,,,"Classified from Form ADV Part 1A Item 5.D client-type/count data only (no website resolution, no LLM) — see dataset/adv_item5d.py for the confirmed column semantics and the stated inclusion rule/thresholds. No Schedule A principal parse was run for this batch (time-boxed); principal name/title left blank rather than guessed. AUM/description/thesis/sectors not enriched this round."
capitol-family-office-inc,"Capitol Family Office, Inc.",Yes,Multi-Family Office,"Form ADV Part 1A Item 5.D reports 45 High Net Worth Individual client(s), 79 non-HNW individual client(s), and zero clients in every institutional category (banks, investment companies, BDCs, pension plans, charities, government entities, other advisers, insurers, sovereign wealth funds, corporations) — a client base structurally consistent with a family office, stated directly in the filing itself, independent of the firm's name. 45 HNW clients, within this project's family-office-plausible range -> Multi-Family Office.",C,"Regulatory client-structure corroboration: firm's legal name asserts family-office status; Form ADV Part 1A Item 5.D reports a client base of HNW individuals only, no institutional client categories, within this project's stated client-count ceiling — structurally consistent with that assertion but not independent confirmation of it. Weakest evidence class in this dataset.",,,Could not verify,,,,Could not verify,,,"$136,089,945 (Regulatory AUM per Form ADV Item 5.F, reporting date 03/25/2026; 462 total accounts)",https://adviserinfo.sec.gov/firm/summary/312005,High,BEAVERTON,OR,,,,,,,5038970236,2026-07-26,"<?xml version=""1.0"" encoding=""UTF-8""?>
<edgarSubmission xmlns=""http://www.sec.gov/edgar/thirteenffiler"" xmlns:com=""http://www.sec.gov/edgar/common"">
  <schemaVersion>X0202</schemaVersion>
  <headerData>
    <submissionType>13F-HR</submissionType>
    <filerInfo>
      <liveTestFlag>LIVE</liveTestFlag>
      <flags>
        <confirmingCopyFlag>false</confirmingCopyFlag>
        <returnCopyFlag>true</returnCopyFlag>
        <overrideInternetFlag>false</overrideInternetFlag>
      </flags>
      <filer>
        <credentials>
          <cik>0001863768</cik>
          <ccc>XXXXXXXX</ccc>
        </credentials>
      </filer>
      <periodOfReport>03-31-2026</periodOfReport>
    </filerInfo>
  </headerData>
  <formData>
    <coverPage>
      <reportCalendarOrQuarter>03-31-2026</reportCalendarOrQuarter>
      <filingManager>
        <name>Capitol Family Office, Inc.</name>
        <address>
          <com:street1>1500 NW BETHANY BLVD., SUITE 200</com:street1>
          <com:city>BEAVERTON</com:city>
          <com:stateOrCountry>OR</com:stateOrCountry>
          <com:zipCode>97006</com:zipCode>
        </address>
      </filingManager>
      <reportType>13F HOLDINGS REPORT</reportType>
      <form13FFileNumber>028-21696</form13FFileNumber>
      <crdNumber>000312005</crdNumber>
      <secFileNumber>801-120221</secFileNumber>
      <provideInfoForInstruction5>N</provideInfoForInstruction5>
    </coverPage>
    <signatureBlock>
      <name>Erica Nortman</name>
      <title>CCO</title>
      <phone>5038970236</phone>
      <signature>Erica Nortman</signature>
      <city>Beaverton</city>
      <stateOrCountry>OR</stateOrCountry>
      <signatureDate>04-14-2026</signatureDate>
    </signatureBlock>
    <summaryPage>
      <otherIncludedManagersCount>0</otherIncludedManagersCount>
      <tableEntryTotal>48</tableEntryTotal>
      <tableValueTotal>84688600</tableValueTotal>
      <isConfidentialOmitted>false</isConfidentialOmitted>
    </summaryPage>
  </formData>
</edgarSubmission>
",SEC EDGAR 13F Filer List,https://www.sec.gov/Archives/edgar/data/1863768/000186376826000004/primary_doc.xml,"13F-HR cover page (CIK 1863768) cross-referenced by name/address against the ADV roster (CRD 312005); classified via that ADV record's Part 1A Item 5.D client-type data, not from either filing's name.",Named principal + direct contact for that principal,Erica Nortman,CCO,,5038970236,,,,,,,Form 13F-HR filed for period ending 2026-03-31,https://www.sec.gov/Archives/edgar/data/1863768/000186376826000004/primary_doc.xml,,,"Discovered via 13F-HR filing; classified via a cross-referenced ADV record's Item 5.D client-type data (see dataset/adv_item5d.py). Contact info (phone, signer) comes from the 13F cover page itself, not the ADV record. AUM/description/thesis/sectors not enriched this round."
fiduciary-family-office-llc,"FIDUCIARY FAMILY OFFICE, LLC",Yes,Multi-Family Office,"Form ADV Part 1A Item 5.D reports 46 High Net Worth Individual client(s), and zero clients in every institutional category (banks, investment companies, BDCs, pension plans, charities, government entities, other advisers, insurers, sovereign wealth funds, corporations) — a client base structurally consistent with a family office, stated directly in the filing itself, independent of the firm's name. 46 HNW clients, within this project's family-office-plausible range -> Multi-Family Office.",C,"Regulatory client-structure corroboration: firm's legal name asserts family-office status; Form ADV Part 1A Item 5.D reports a client base of HNW individuals only, no institutional client categories, within this project's stated client-count ceiling — structurally consistent with that assertion but not independent confirmation of it. Weakest evidence class in this dataset.",,,Could not verify,,,,Could not verify,,,"$747,668,854 (Regulatory AUM per Form ADV Item 5.F, reporting date 03/11/2026; 624 total accounts)",https://adviserinfo.sec.gov/firm/summary/326990,High,Boca Raton,FL,,,,,,,561-353-4440,2026-07-26,"<?xml version=""1.0"" encoding=""UTF-8""?>
<edgarSubmission xsi:schemaLocation=""http://www.sec.gov/edgar/thirteenffiler eis_13F_Filer.xsd"" xmlns=""http://www.sec.gov/edgar/thirteenffiler"" xmlns:ns1=""http://www.sec.gov/edgar/common"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
  <schemaVersion>X0202</schemaVersion>
  <headerData>
    <submissionType>13F-HR</submissionType>
    <filerInfo>
      <liveTestFlag>LIVE</liveTestFlag>
      <flags>
        <confirmingCopyFlag>false</confirmingCopyFlag>
        <returnCopyFlag>false</returnCopyFlag>
        <overrideInternetFlag>false</overrideInternetFlag>
      </flags>
      <filer>
        <credentials>
          <cik>0002020280</cik>
          <ccc>XXXXXXXX</ccc>
        </credentials>
      </filer>
      <periodOfReport>03-31-2026</periodOfReport>
    </filerInfo>
  </headerData>
  <formData>
    <coverPage>
      <reportCalendarOrQuarter>03-31-2026</reportCalendarOrQuarter>
      <isAmendment>false</isAmendment>
      <filingManager>
        <name>FIDUCIARY FAMILY OFFICE, LLC</name>
        <address>
          <ns1:street1>150 East Palmetto Park Road</ns1:street1>
          <ns1:street2>Suite 301</ns1:street2>
          <ns1:city>Boca Raton</ns1:city>
          <ns1:stateOrCountry>FL</ns1:stateOrCountry>
          <ns1:zipCode>33432</ns1:zipCode>
        </address>
      </filingManager>
      <reportType>13F HOLDINGS REPORT</reportType>
      <form13FFileNumber>028-24106</form13FFileNumber>
      <crdNumber>000326990</crdNumber>
      <secFileNumber>801-128229</secFileNumber>
      <provideInfoForInstruction5>N</provideInfoForInstruction5>
    </coverPage>
    <signatureBlock>
      <name>TABITHA LETOURNEAU MEYERER</name>
      <title>Chief Compliance Officer</title>
      <phone>561-353-4440</phone>
      <signature>/s/ TABITHA LETOURNEAU MEYERER</signature>
      <city>Boca Raton</city>
      <stateOrCountry>FL</stateOrCountry>
      <signatureDate>05-13-2026</signatureDate>
    </signatureBlock>
    <summaryPage>
      <otherIncludedManagersCount>0</otherIncludedManagersCount>
      <tableEntryTotal>179</tableEntryTotal>
      <tableValueTotal>350849317</tableValueTotal>
    </summaryPage>
  </formData>
</edgarSubmission>
",SEC EDGAR 13F Filer List,https://www.sec.gov/Archives/edgar/data/2020280/000117266126001820/primary_doc.xml,"13F-HR cover page (CIK 2020280) cross-referenced by name/address against the ADV roster (CRD 326990); classified via that ADV record's Part 1A Item 5.D client-type data, not from either filing's name.",Named principal + direct contact for that principal,TABITHA LETOURNEAU MEYERER,Chief Compliance Officer,,561-353-4440,,,,,,,Form 13F-HR filed for period ending 2026-03-31,https://www.sec.gov/Archives/edgar/data/2020280/000117266126001820/primary_doc.xml,,,"Discovered via 13F-HR filing; classified via a cross-referenced ADV record's Item 5.D client-type data (see dataset/adv_item5d.py). Contact info (phone, signer) comes from the 13F cover page itself, not the ADV record. AUM/description/thesis/sectors not enriched this round."
independent-family-office-llc,"Independent Family Office, LLC",Yes,Multi-Family Office,"Form ADV Part 1A Item 5.D reports 43 High Net Worth Individual client(s), and zero clients in every institutional category (banks, investment companies, BDCs, pension plans, charities, government entities, other advisers, insurers, sovereign wealth funds, corporations) — a client base structurally consistent with a family office, stated directly in the filing itself, independent of the firm's name. 43 HNW clients, within this project's family-office-plausible range -> Multi-Family Office.",C,"Regulatory client-structure corroboration: firm's legal name asserts family-office status; Form ADV Part 1A Item 5.D reports a client base of HNW individuals only, no institutional client categories, within this project's stated client-count ceiling — structurally consistent with that assertion but not independent confirmation of it. Weakest evidence class in this dataset.",,,Could not verify,,,,Could not verify,,,"$760,100,086 (Regulatory AUM per Form ADV Item 5.F, reporting date 04/21/2026; 198 total accounts)",https://adviserinfo.sec.gov/firm/summary/144811,High,ALBANY,NY,,,,,,,(518) 452-8050,2026-07-26,"<?xml version=""1.0"" encoding=""UTF-8""?>
<edgarSubmission xmlns=""http://www.sec.gov/edgar/thirteenffiler"" xmlns:com=""http://www.sec.gov/edgar/common"">
  <schemaVersion>X0202</schemaVersion>
  <headerData>
    <submissionType>13F-HR</submissionType>
    <filerInfo>
      <liveTestFlag>LIVE</liveTestFlag>
      <flags>
        <confirmingCopyFlag>false</confirmingCopyFlag>
        <returnCopyFlag>false</returnCopyFlag>
        <overrideInternetFlag>false</overrideInternetFlag>
      </flags>
      <filer>
        <credentials>
          <cik>0001756485</cik>
          <ccc>XXXXXXXX</ccc>
        </credentials>
      </filer>
      <periodOfReport>03-31-2026</periodOfReport>
    </filerInfo>
  </headerData>
  <formData>
    <coverPage>
      <reportCalendarOrQuarter>03-31-2026</reportCalendarOrQuarter>
      <filingManager>
        <name>Independent Family Office, LLC</name>
        <address>
          <com:street1>677 BROADWAY, 7TH FLOOR</com:street1>
          <com:city>ALBANY</com:city>
          <com:stateOrCountry>NY</com:stateOrCountry>
          <com:zipCode>12207</com:zipCode>
        </address>
      </filingManager>
      <reportType>13F HOLDINGS REPORT</reportType>
      <form13FFileNumber>028-19927</form13FFileNumber>
      <provideInfoForInstruction5>N</provideInfoForInstruction5>
    </coverPage>
    <signatureBlock>
      <name>William Reickert</name>
      <title>Chief Compliance Officer</title>
      <phone>(518) 452-8050</phone>
      <signature>William Reickert</signature>
      <city>Albany</city>
      <stateOrCountry>NY</stateOrCountry>
      <signatureDate>05-15-2026</signatureDate>
    </signatureBlock>
    <summaryPage>
      <otherIncludedManagersCount>0</otherIncludedManagersCount>
      <tableEntryTotal>90</tableEntryTotal>
      <tableValueTotal>242996740</tableValueTotal>
      <isConfidentialOmitted>false</isConfidentialOmitted>
    </summaryPage>
  </formData>
</edgarSubmission>
",SEC EDGAR 13F Filer List,https://www.sec.gov/Archives/edgar/data/1756485/000195175726000873/primary_doc.xml,"13F-HR cover page (CIK 1756485) cross-referenced by name/address against the ADV roster (CRD 144811); classified via that ADV record's Part 1A Item 5.D client-type data, not from either filing's name.",Named principal + direct contact for that principal,William Reickert,Chief Compliance Officer,,(518) 452-8050,,,,,,,Form 13F-HR filed for period ending 2026-03-31,https://www.sec.gov/Archives/edgar/data/1756485/000195175726000873/primary_doc.xml,,,"Discovered via 13F-HR filing; classified via a cross-referenced ADV record's Item 5.D client-type data (see dataset/adv_item5d.py). Contact info (phone, signer) comes from the 13F cover page itself, not the ADV record. AUM/description/thesis/sectors not enriched this round."
pmg-family-office-llc,PMG Family Office LLC,Yes,Multi-Family Office,"Form ADV Part 1A Item 5.D reports 35 High Net Worth Individual client(s), 42 non-HNW individual client(s), and zero clients in every institutional category (banks, investment companies, BDCs, pension plans, charities, government entities, other advisers, insurers, sovereign wealth funds, corporations) — a client base structurally consistent with a family office, stated directly in the filing itself, independent of the firm's name. 35 HNW clients, within this project's family-office-plausible range -> Multi-Family Office.",C,"Regulatory client-structure corroboration: firm's legal name asserts family-office status; Form ADV Part 1A Item 5.D reports a client base of HNW individuals only, no institutional client categories, within this project's stated client-count ceiling — structurally consistent with that assertion but not independent confirmation of it. Weakest evidence class in this dataset.",,,Could not verify,,,,Could not verify,,,"$144,001,478 (Regulatory AUM per Form ADV Item 5.F, reporting date 06/05/2026; 296 total accounts)",https://adviserinfo.sec.gov/firm/summary/312154,High,PLANO,TX,,,,,,,844-764-3659,2026-07-26,"<?xml version=""1.0"" encoding=""UTF-8""?>
<edgarSubmission xsi:schemaLocation=""http://www.sec.gov/edgar/thirteenffiler eis_13F_Filer.xsd"" xmlns=""http://www.sec.gov/edgar/thirteenffiler"" xmlns:ns1=""http://www.sec.gov/edgar/common"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
  <schemaVersion>X0202</schemaVersion>
  <headerData>
    <submissionType>13F-HR</submissionType>
    <filerInfo>
      <liveTestFlag>LIVE</liveTestFlag>
      <flags>
        <confirmingCopyFlag>false</confirmingCopyFlag>
        <returnCopyFlag>false</returnCopyFlag>
        <overrideInternetFlag>false</overrideInternetFlag>
      </flags>
      <filer>
        <credentials>
          <cik>0002102299</cik>
          <ccc>XXXXXXXX</ccc>
        </credentials>
      </filer>
      <periodOfReport>06-30-2026</periodOfReport>
    </filerInfo>
  </headerData>
  <formData>
    <coverPage>
      <reportCalendarOrQuarter>06-30-2026</reportCalendarOrQuarter>
      <isAmendment>false</isAmendment>
      <filingManager>
        <name>PMG Family Office LLC</name>
        <address>
          <ns1:street1>5700 W PLANO PARKWAY</ns1:street1>
          <ns1:street2>SUITE 2600</ns1:street2>
          <ns1:city>PLANO</ns1:city>
          <ns1:stateOrCountry>TX</ns1:stateOrCountry>
          <ns1:zipCode>75093</ns1:zipCode>
        </address>
      </filingManager>
      <reportType>13F HOLDINGS REPORT</reportType>
      <form13FFileNumber>028-25900</form13FFileNumber>
      <provideInfoForInstruction5>N</provideInfoForInstruction5>
    </coverPage>
    <signatureBlock>
      <name>WILLIAM F. BLAKE</name>
      <title>Executive Director</title>
      <phone>844-764-3659</phone>
      <signature>/s/ WILLIAM F. BLAKE</signature>
      <city>Plano</city>
      <stateOrCountry>TX</stateOrCountry>
      <signatureDate>07-16-2026</signatureDate>
    </signatureBlock>
    <summaryPage>
      <otherIncludedManagersCount>0</otherIncludedManagersCount>
      <tableEntryTotal>114</tableEntryTotal>
      <tableValueTotal>108501093</tableValueTotal>
    </summaryPage>
  </formData>
</edgarSubmission>
",SEC EDGAR 13F Filer List,https://www.sec.gov/Archives/edgar/data/2102299/000208585326000755/primary_doc.xml,"13F-HR cover page (CIK 2102299) cross-referenced by name/address against the ADV roster (CRD 312154); classified via that ADV record's Part 1A Item 5.D client-type data, not from either filing's name.",Named principal + direct contact for that principal,WILLIAM F. BLAKE,Executive Director,,844-764-3659,,,,,,,Form 13F-HR filed for period ending 2026-06-30,https://www.sec.gov/Archives/edgar/data/2102299/000208585326000755/primary_doc.xml,,,"Discovered via 13F-HR filing; classified via a cross-referenced ADV record's Item 5.D client-type data (see dataset/adv_item5d.py). Contact info (phone, signer) comes from the 13F cover page itself, not the ADV record. AUM/description/thesis/sectors not enriched this round."
jake-p-noch-family-office-llc,"Jake P. Noch Family Office, LLC.",Yes,Subtype unconfirmed,"Named as a family office on Wikidata with real corroborating structured facts (founder, HQ, website) but no SFO/MFO subtype claim available from Wikidata alone.",A,"Wikidata item http://www.wikidata.org/entity/Q112751683 — not instance-of the 'family office' class (Q751314) itself, but carries real, independently-added structured facts beyond its name alone (P112 founder: Jake P. Noch; P159 HQ: Naples; P856 website: https://www.jakepnoch.com/) -- treated as equivalent third-party structured evidence (Evidence Class A) for that reason, not from the name. SFO/MFO subtype not claimed from this alone.",,,Could not verify,,,,Could not verify,,,,,Could not verify,Naples,,,www.jakepnoch.com,https://www.jakepnoch.com/,,,,,,,Wikidata,http://www.wikidata.org/entity/Q112751683,"Wikidata SPARQL, broadened query (P31 in {business/company/enterprise/brand} classes, label contains 'family office'/'family holding'/'family capital'/'family investment'), item Q112751683","Named principal, no contact",Jake P. Noch,Founder,,,,,,,,,,,,,"Broadened Wikidata pass (2026-07-26): found via a name-pattern + generic-business-class query, NOT the strict 'instance of family office' query used for the original 14 Wikidata records. Ten other candidates from this same broadened query were found and explicitly EXCLUDED (see data/interim/wikidata_broadened_rows.json) because they were bare stubs (name + city only, no founder/website/other corroborating fact) — including them would have been classifying from the name alone, which this project does not do. This is the one candidate from that broader pass with real corroborating structured data beyond its name."
